taskType,dependencyCount,retryCount,workflowSize,previousDuration,actualDuration
EMAIL,2,1,20,2.96,12.99
FILE,5,0,3,27.62,36.75
DATABASE,2,2,20,15.39,33.64
DATABASE,2,2,17,10.9,28.73
REST,0,2,9,20.77,27.97
REST,3,0,14,11.81,21.18
DATABASE,1,3,5,23.55,37.03
DATABASE,5,1,19,8.63,30.66
DATABASE,5,1,13,18.59,36.82
EMAIL,2,2,12,3.13,12.63
FILE,3,2,6,20.61,30.44
COMPUTE,0,1,5,26.97,38.99
FILE,2,0,16,21.35,29.86
REST,4,0,12,10.44,20.65
EMAIL,4,0,12,24.65,33.34
REST,4,0,20,23.07,35.88
EMAIL,2,0,19,23.68,32.2
DATABASE,3,1,8,7.55,22.28
EMAIL,4,3,9,26.12,41.58
COMPUTE,4,3,12,12.59,35.03
FILE,2,1,18,25.86,36.34
COMPUTE,2,1,9,2.57,18.71
EMAIL,4,3,4,2.93,14.22
REST,0,0,12,9.4,13.7
EMAIL,0,0,11,20.79,22.21
DATABASE,4,1,8,9.73,25.13
DATABASE,3,1,8,13.08,28.72
FILE,5,0,14,28.43,39.61
COMPUTE,4,1,15,16.16,35.61
COMPUTE,4,2,20,22.65,46.45
REST,3,0,8,24.3,31.9
FILE,4,3,5,14.95,28.14
REST,5,3,6,26.66,43.58
EMAIL,0,1,8,25.68,28.97
DATABASE,2,3,3,12.65,28.07
COMPUTE,1,1,17,18.58,36.77
COMPUTE,5,2,19,8.18,34.43
COMPUTE,2,2,6,8.9,25.74
REST,1,2,20,11.44,25.72
REST,2,0,14,22.7,32.48
EMAIL,5,1,6,18.1,30.05
COMPUTE,5,1,20,17.51,39.41
COMPUTE,0,1,8,8.07,19.46
COMPUTE,1,1,10,14.77,28.67
EMAIL,0,1,5,20.62,25.07
EMAIL,0,2,9,28.14,33.09
EMAIL,1,2,6,16.02,25.14
EMAIL,0,0,14,21.47,26.89
REST,0,2,8,7.53,14.26
REST,4,1,3,18.69,28.51
FILE,2,1,7,13.71,20.22
EMAIL,3,3,3,12.02,22.61
DATABASE,5,1,18,17.9,35.82
DATABASE,1,3,12,24.61,42.65
COMPUTE,4,3,11,13.79,37.46
EMAIL,1,3,6,27.89,36.1
FILE,3,2,12,24.12,35.24
DATABASE,4,1,10,18.62,33.45
DATABASE,0,3,4,17.89,31.08
DATABASE,0,3,13,27.8,42.03
COMPUTE,0,1,4,8.93,18.92
REST,2,1,8,14.25,25.22
DATABASE,2,0,13,3.38,17.02
EMAIL,3,3,16,17.87,34.93
EMAIL,2,0,9,12.07,19.26
EMAIL,0,1,18,24.57,30.71
COMPUTE,4,1,17,3.46,25.28
DATABASE,4,0,20,23.59,40.34
FILE,2,2,10,29.55,38.64
REST,1,1,5,23.14,29.57
DATABASE,5,3,7,11.21,30.54
EMAIL,2,1,6,12.49,20.65
REST,1,1,14,17.5,27.28
COMPUTE,3,3,8,4.01,25.71
COMPUTE,2,2,9,12.67,28.78
FILE,4,0,14,21.66,30.91
REST,4,2,7,17.77,31.84
REST,3,3,19,1.57,20.03
COMPUTE,3,1,16,2.79,22.62
FILE,3,0,9,14.25,23.32
EMAIL,5,3,16,5.13,24.89
DATABASE,5,0,16,26.12,44.62
FILE,4,2,20,5.81,23.35
FILE,3,3,6,20.65,33.8
DATABASE,0,0,4,21.0,25.32
FILE,5,1,17,22.89,35.71
EMAIL,1,0,20,17.66,24.6
FILE,4,1,20,3.27,16.62
REST,5,1,14,15.51,29.42
COMPUTE,1,2,4,10.4,26.84
REST,4,0,9,8.38,19.24
FILE,0,3,8,26.32,34.09
FILE,4,0,15,6.88,17.54
COMPUTE,0,0,13,15.68,29.26
DATABASE,0,3,19,23.36,38.09
EMAIL,4,1,5,22.19,30.38
FILE,5,0,12,29.41,40.49
EMAIL,1,1,6,13.93,20.72
FILE,1,3,12,17.59,28.73
COMPUTE,3,2,5,12.41,30.18
DATABASE,4,0,8,6.89,18.52
FILE,4,1,4,1.87,10.48
REST,2,1,3,1.31,7.8
COMPUTE,5,3,18,2.78,30.61
FILE,3,1,10,28.14,38.5
FILE,5,1,3,12.32,22.14
FILE,4,2,13,4.83,19.74
EMAIL,3,0,14,2.7,10.62
EMAIL,5,2,16,29.85,44.69
EMAIL,3,3,13,3.09,17.93
EMAIL,0,2,19,5.79,15.79
EMAIL,4,2,3,22.75,34.67
EMAIL,4,0,16,9.77,18.69
EMAIL,5,3,6,4.53,19.14
COMPUTE,3,2,9,24.03,41.42
FILE,3,0,11,16.86,23.44
COMPUTE,1,0,8,23.25,35.44
COMPUTE,3,3,7,28.54,48.45
FILE,4,0,20,20.89,34.28
COMPUTE,0,0,3,17.44,26.37
EMAIL,0,2,7,19.36,23.98
REST,0,2,16,12.68,25.11
REST,1,1,3,26.73,33.26
FILE,2,2,9,19.74,29.37
REST,3,0,14,11.24,23.46
REST,5,2,18,28.47,46.32
EMAIL,1,3,11,21.92,32.98
FILE,1,2,19,17.45,30.03
REST,3,2,13,8.61,21.94
FILE,5,1,12,6.88,19.82
EMAIL,2,1,8,19.6,27.18
COMPUTE,1,2,15,7.61,23.83
DATABASE,0,2,7,10.57,19.75
REST,4,0,15,10.17,24.5
EMAIL,4,0,20,21.02,32.08
COMPUTE,3,1,16,23.23,41.96
DATABASE,1,2,6,14.25,25.44
FILE,3,0,14,20.28,29.47
FILE,5,2,13,23.99,40.68
COMPUTE,2,3,12,21.68,40.89
REST,3,0,6,17.63,25.95
EMAIL,2,1,6,18.57,25.89
REST,0,2,11,24.61,35.59
FILE,1,0,14,12.84,19.59
DATABASE,3,3,8,17.11,33.38
FILE,5,1,17,26.92,39.99
COMPUTE,4,1,15,17.41,36.68
REST,3,3,9,4.18,17.81
DATABASE,4,0,18,24.63,42.47
COMPUTE,0,3,7,13.53,28.32
DATABASE,5,1,15,1.25,18.38
REST,0,0,6,12.77,17.09
REST,5,0,13,22.62,34.56
FILE,1,1,8,3.8,7.88
COMPUTE,2,3,15,17.19,40.67
EMAIL,3,3,20,10.49,26.57
DATABASE,2,1,9,7.69,21.62
REST,1,2,13,28.41,40.51
DATABASE,2,2,6,4.05,17.29
DATABASE,0,1,15,27.22,39.24
REST,5,2,17,6.07,22.74
FILE,4,3,14,9.12,27.14
DATABASE,1,0,7,3.8,12.62
EMAIL,2,3,3,8.38,19.68
REST,0,0,10,5.53,10.87
REST,3,0,5,2.05,11.38
REST,1,3,20,5.82,20.76
FILE,0,1,14,21.12,27.46
REST,2,0,13,9.95,20.19
EMAIL,2,1,20,17.09,29.94
REST,5,2,4,15.88,28.81
FILE,3,0,10,28.79,36.56
REST,3,1,13,12.67,26.24
EMAIL,2,2,10,11.75,20.06
DATABASE,5,0,19,16.89,35.5
EMAIL,0,3,12,9.21,18.0
EMAIL,3,0,4,25.7,29.69
REST,4,0,6,25.96,36.7
FILE,5,0,20,26.7,38.25
REST,3,1,5,15.17,27.1
FILE,1,0,18,20.98,25.99
EMAIL,3,0,20,12.12,23.55
REST,0,3,3,26.63,36.23
REST,3,3,16,3.8,21.29
DATABASE,0,0,19,27.62,36.64
DATABASE,5,0,20,25.21,44.63
COMPUTE,3,3,4,7.59,26.18
REST,0,0,13,24.83,32.68
FILE,4,3,14,27.49,44.49
EMAIL,5,0,4,26.17,34.88
EMAIL,4,3,14,9.66,25.67
EMAIL,4,2,9,18.94,31.06
DATABASE,0,0,14,2.27,10.08
DATABASE,2,1,17,29.29,44.86
DATABASE,1,1,4,16.35,26.37
DATABASE,0,2,7,10.32,20.1
REST,5,0,12,15.06,29.07
EMAIL,3,2,19,5.59,18.88
FILE,1,0,13,18.77,22.26
COMPUTE,3,2,18,7.52,31.01
EMAIL,5,0,13,3.14,14.87
EMAIL,5,0,6,11.43,21.98
DATABASE,0,2,19,15.79,29.15
FILE,0,2,8,5.74,11.66
DATABASE,0,2,15,5.14,19.55
REST,3,1,3,23.1,31.37
EMAIL,0,1,17,7.1,15.98
DATABASE,3,2,7,27.71,42.05
REST,0,1,10,23.58,31.44
REST,1,2,14,9.38,19.13
COMPUTE,0,1,20,25.76,43.11
EMAIL,3,1,14,25.67,34.67
COMPUTE,2,1,17,28.73,47.46
COMPUTE,2,1,11,27.9,42.99
FILE,3,3,15,20.81,35.88
COMPUTE,3,2,11,19.42,40.64
COMPUTE,5,0,10,4.03,24.38
COMPUTE,0,1,5,29.39,39.35
REST,3,1,18,11.36,23.97
FILE,5,2,20,8.8,28.02
FILE,3,2,5,14.61,25.79
FILE,0,3,8,23.96,32.59
DATABASE,4,3,7,3.69,22.89
FILE,5,0,13,29.43,39.68
COMPUTE,2,3,20,29.85,53.68
EMAIL,2,3,18,1.53,16.09
REST,1,2,12,1.13,11.79
EMAIL,3,1,20,17.22,28.71
EMAIL,1,0,15,11.68,18.06
EMAIL,0,1,6,6.75,11.33
EMAIL,2,3,6,5.27,17.41
EMAIL,2,0,6,28.46,34.67
REST,2,0,15,22.58,31.4
COMPUTE,3,2,4,4.11,22.97
DATABASE,2,3,8,21.07,39.16
COMPUTE,3,2,20,4.56,26.22
EMAIL,1,2,4,19.83,27.88
DATABASE,4,2,12,5.54,23.72
EMAIL,3,0,3,24.74,31.42
FILE,0,3,17,7.58,20.42
COMPUTE,0,1,15,15.93,30.94
FILE,2,3,3,7.24,18.42
REST,5,3,3,20.95,35.41
FILE,5,0,8,3.12,11.99
FILE,2,3,20,9.16,23.73
FILE,2,0,11,17.93,23.09
COMPUTE,3,2,7,3.22,21.06
FILE,0,1,20,10.59,19.4
COMPUTE,1,1,18,7.25,24.93
DATABASE,2,3,15,29.68,49.72
COMPUTE,3,2,19,8.51,32.65
DATABASE,0,2,5,18.8,27.44
EMAIL,5,2,9,1.08,14.41
DATABASE,0,1,13,21.01,30.7
DATABASE,4,2,12,10.16,29.5
REST,1,3,20,9.65,26.18
DATABASE,3,2,12,14.04,29.85
FILE,1,3,10,23.07,35.13
COMPUTE,4,1,10,4.38,23.07
COMPUTE,2,0,15,14.71,28.51
EMAIL,4,0,13,17.13,26.15
COMPUTE,1,2,17,16.96,36.31
DATABASE,3,1,4,11.22,25.2
COMPUTE,0,1,10,7.56,19.35
FILE,1,1,17,26.69,37.12
EMAIL,1,0,6,14.43,17.64
REST,3,2,14,4.89,20.15
REST,4,3,5,23.6,37.27
EMAIL,3,0,14,23.1,30.41
EMAIL,2,3,17,8.31,22.75
COMPUTE,0,3,5,9.94,27.34
COMPUTE,4,3,3,25.4,47.35
REST,5,3,4,27.12,44.18
DATABASE,3,1,20,23.77,40.45
EMAIL,1,2,4,13.6,21.98
DATABASE,4,2,5,2.7,19.34
REST,4,3,16,18.79,37.56
EMAIL,2,3,10,12.46,25.27
FILE,5,2,6,29.32,42.27
REST,1,1,16,1.17,11.92
COMPUTE,4,2,8,28.36,50.57
REST,2,3,19,23.92,41.54
DATABASE,4,0,3,28.51,42.28
EMAIL,2,3,8,13.51,24.24
REST,3,1,12,29.2,42.63
EMAIL,0,3,11,28.8,36.28
EMAIL,1,2,19,14.58,27.03
REST,3,2,3,24.98,36.63
DATABASE,2,3,6,21.31,38.79
FILE,0,0,7,2.29,5.36
COMPUTE,5,1,20,29.86,54.04
FILE,0,1,13,10.06,17.68
REST,5,1,18,25.59,42.66
FILE,1,3,4,25.67,34.94
DATABASE,3,0,16,16.42,30.57
FILE,5,1,10,16.21,30.46
FILE,5,0,3,26.69,34.82
FILE,2,0,9,21.54,25.47
COMPUTE,4,2,4,17.03,34.92
FILE,2,2,11,13.29,22.3
REST,1,3,12,16.97,31.64
COMPUTE,3,1,13,16.94,33.63
DATABASE,5,0,14,28.93,47.04
FILE,5,2,5,20.38,32.98
EMAIL,4,3,15,18.79,35.13
FILE,4,2,11,7.92,19.61
EMAIL,0,0,12,13.49,16.71
EMAIL,0,2,18,29.11,39.05
FILE,1,3,16,2.37,16.09
REST,5,3,16,15.1,35.57
DATABASE,5,2,18,21.37,42.99
FILE,3,3,10,1.63,14.35
REST,5,1,20,12.61,29.84
COMPUTE,2,1,17,9.29,26.95
REST,2,3,5,16.46,27.11
REST,0,2,8,14.15,21.63
EMAIL,2,2,20,22.36,34.12
EMAIL,1,2,10,23.49,32.69
COMPUTE,1,1,3,9.05,22.65
COMPUTE,2,3,4,28.74,46.27
FILE,2,0,6,28.12,34.67
REST,1,3,5,23.43,33.1
FILE,4,1,12,8.32,18.71
EMAIL,5,1,13,22.38,36.71
COMPUTE,0,0,16,20.55,33.53
COMPUTE,1,1,5,22.36,36.51
DATABASE,2,3,18,24.51,44.14
DATABASE,5,1,9,23.28,40.52
COMPUTE,0,3,6,29.0,43.03
COMPUTE,4,3,5,19.03,41.56
FILE,3,2,7,22.98,34.61
FILE,4,2,14,6.48,18.95
FILE,4,2,9,29.86,41.81
REST,3,3,19,23.8,43.91
REST,2,3,5,21.9,34.5
REST,4,0,12,20.06,31.2
COMPUTE,5,3,20,23.84,50.98
EMAIL,5,3,5,27.09,43.74
EMAIL,3,1,10,14.6,22.95
FILE,3,0,16,15.15,23.81
DATABASE,3,2,8,2.88,17.24
DATABASE,1,1,19,17.73,30.37
REST,3,0,14,7.13,18.56
DATABASE,4,2,7,29.13,46.05
FILE,2,3,9,4.05,13.93
FILE,5,3,20,22.35,42.08
REST,0,3,7,1.21,10.14
REST,2,3,16,29.32,44.66
EMAIL,4,2,6,20.0,30.12
FILE,0,1,9,12.04,16.88
COMPUTE,5,0,18,16.95,37.88
EMAIL,4,2,10,21.22,34.92
EMAIL,1,3,18,8.37,20.59
COMPUTE,0,0,15,2.23,13.33
DATABASE,4,3,16,24.08,45.72
REST,1,3,16,7.35,20.74
COMPUTE,0,2,3,25.99,37.63
EMAIL,0,0,10,28.48,31.84
DATABASE,4,2,16,3.69,24.85
EMAIL,2,0,12,17.42,22.49
FILE,5,2,16,15.11,30.15
EMAIL,0,0,9,21.84,24.77
FILE,3,1,4,26.1,35.26
COMPUTE,0,0,17,11.77,24.45
EMAIL,3,0,5,11.22,15.81
DATABASE,2,0,16,4.37,15.72
FILE,4,2,8,21.78,32.43
FILE,5,1,10,24.93,38.47
REST,3,3,11,25.19,42.84
DATABASE,1,3,3,18.57,31.04
DATABASE,0,0,16,3.36,11.95
FILE,2,3,15,5.75,17.49
REST,5,3,6,19.49,35.94
DATABASE,0,1,10,24.2,32.55
DATABASE,0,1,10,23.39,34.31
REST,3,0,8,5.07,12.53
REST,4,1,17,22.06,39.06
COMPUTE,3,0,13,25.54,42.23
REST,1,0,16,18.73,27.79
EMAIL,2,1,5,22.79,27.33
DATABASE,4,0,12,2.97,15.6
COMPUTE,0,1,8,17.87,29.4
REST,3,1,11,11.21,23.4
FILE,2,3,8,23.49,36.09
COMPUTE,3,3,20,4.93,28.66
REST,0,2,12,22.94,32.92
FILE,3,3,6,11.89,23.46
EMAIL,4,2,8,6.52,17.23
EMAIL,0,3,17,5.82,17.81
EMAIL,5,1,15,3.88,19.66
DATABASE,4,2,10,26.08,42.18
EMAIL,5,2,16,24.84,39.8
COMPUTE,2,0,20,18.92,35.58
FILE,1,3,9,26.42,35.31
FILE,0,0,18,20.97,27.62
DATABASE,3,2,8,27.57,43.74
REST,5,0,19,24.35,38.11
REST,1,3,6,19.75,29.05
EMAIL,5,1,18,19.97,36.69
REST,2,0,6,24.13,32.12
REST,0,1,3,9.95,15.39
REST,3,0,7,10.54,18.51
EMAIL,0,3,15,21.33,31.74
DATABASE,3,2,17,17.61,34.7
FILE,1,1,16,11.25,19.03
REST,0,2,9,3.1,9.84
REST,1,0,14,5.75,13.36
REST,4,1,13,12.45,24.96
DATABASE,0,0,10,8.57,14.97
COMPUTE,1,0,12,9.17,22.19
FILE,3,0,12,2.28,11.65
COMPUTE,5,0,13,20.67,39.84
EMAIL,2,3,3,16.41,25.13
DATABASE,1,0,5,17.3,27.11
DATABASE,1,2,9,7.91,20.4
REST,1,1,3,1.61,6.67
COMPUTE,4,2,17,1.34,26.22
REST,4,1,9,25.31,39.61
FILE,3,0,6,15.72,21.26
EMAIL,1,0,10,17.79,21.5
DATABASE,2,2,14,25.64,40.49
COMPUTE,1,0,9,16.02,27.32
REST,0,1,4,27.07,31.21
FILE,4,3,15,20.09,36.54
DATABASE,4,0,17,10.21,26.88
COMPUTE,2,3,20,25.89,48.97
FILE,4,1,20,1.05,15.16
EMAIL,4,0,4,8.42,14.18
DATABASE,2,1,17,17.39,32.56
EMAIL,0,3,16,4.67,16.56
FILE,1,3,11,12.77,22.71
REST,4,3,5,9.4,26.28
FILE,0,2,17,27.92,38.0
REST,5,1,9,20.83,36.82
REST,4,2,10,18.81,31.94
EMAIL,5,3,14,11.55,28.67
EMAIL,2,1,7,5.65,11.39
REST,1,1,19,23.33,35.98
FILE,5,0,4,10.07,19.29
DATABASE,5,3,20,3.59,29.33
EMAIL,5,0,16,25.22,38.91
FILE,4,2,7,16.83,30.08
REST,1,2,6,12.76,24.05
FILE,5,3,14,17.29,35.07
EMAIL,3,2,16,23.36,34.77
DATABASE,0,1,4,1.22,8.47
FILE,1,0,16,2.98,7.37
REST,0,0,20,26.29,35.75
COMPUTE,3,0,14,28.16,43.16
FILE,2,0,7,3.12,9.73
DATABASE,0,0,19,13.64,24.45
FILE,0,1,11,29.83,36.61
COMPUTE,5,3,7,3.86,26.35
COMPUTE,1,1,6,12.44,24.3
COMPUTE,1,1,10,19.69,33.15
REST,0,0,9,18.8,22.24
COMPUTE,0,0,16,27.2,41.57
COMPUTE,5,2,6,24.51,47.38
FILE,4,0,17,11.48,21.22
REST,5,1,10,11.77,25.2
REST,5,3,12,20.18,39.77
EMAIL,2,1,9,25.87,35.4
COMPUTE,1,1,13,7.49,22.97
REST,4,3,8,14.42,29.92
FILE,1,2,9,20.78,29.03
COMPUTE,1,3,11,8.95,27.9
FILE,2,1,5,27.39,33.6
FILE,0,2,4,21.28,24.75
FILE,5,3,20,23.89,44.96
DATABASE,2,2,17,5.92,21.18
FILE,5,0,10,19.79,31.23
REST,3,3,13,29.11,45.26
DATABASE,5,2,4,23.2,42.81
COMPUTE,4,3,10,24.07,45.83
EMAIL,3,0,4,12.61,16.9
EMAIL,1,3,8,27.92,39.16
EMAIL,4,3,8,1.96,15.23
EMAIL,3,2,13,14.94,25.47
FILE,1,3,7,13.36,21.19
COMPUTE,1,0,7,7.88,20.58
REST,5,1,10,23.45,37.56
REST,5,0,10,25.89,37.05
DATABASE,2,3,8,26.66,43.99
FILE,2,2,12,7.91,16.67
DATABASE,0,2,6,16.94,29.45
REST,1,1,15,21.97,31.24
EMAIL,5,3,10,5.16,23.08
EMAIL,0,1,6,4.61,9.17
REST,3,2,17,24.35,38.8
FILE,1,3,19,12.83,25.08
EMAIL,0,3,4,6.76,15.65
REST,1,2,16,14.37,26.87
COMPUTE,3,0,5,15.37,29.11
COMPUTE,1,3,3,22.57,39.54
DATABASE,4,3,11,25.7,46.61
FILE,3,0,9,8.52,15.91
FILE,3,2,16,21.17,34.55
REST,2,2,15,2.43,14.61
FILE,1,2,3,24.71,31.67
COMPUTE,4,0,11,29.56,44.95
DATABASE,1,0,7,28.61,39.0
EMAIL,2,0,20,27.85,37.62
FILE,2,2,12,6.79,16.92
COMPUTE,0,0,11,28.72,39.77
DATABASE,4,2,4,18.05,33.7
REST,1,0,16,18.62,26.93
EMAIL,1,0,7,28.39,30.92
EMAIL,4,0,10,11.7,20.75
DATABASE,3,0,9,23.13,36.0
REST,0,0,13,26.35,32.67
DATABASE,1,1,9,7.64,20.44
COMPUTE,3,2,6,25.09,44.26
REST,4,1,8,1.42,13.15
REST,4,2,14,23.43,40.96
EMAIL,0,3,3,25.7,31.51
DATABASE,0,0,20,23.25,34.38
FILE,4,0,18,6.98,18.28
COMPUTE,5,1,4,24.95,43.71
DATABASE,3,1,3,24.14,38.28
EMAIL,2,0,8,8.53,12.03
EMAIL,0,1,3,6.57,9.32
REST,3,1,7,25.28,34.26
REST,3,3,12,11.02,27.23
EMAIL,1,3,18,3.73,16.62
COMPUTE,3,0,11,1.43,15.76
COMPUTE,4,3,12,14.06,39.36
FILE,1,3,9,22.26,33.77
FILE,4,0,8,29.85,38.73
COMPUTE,5,0,5,20.64,36.73
REST,5,3,14,20.1,41.29
REST,0,0,19,13.5,21.04
EMAIL,2,0,20,16.63,26.52
EMAIL,1,2,20,5.95,18.04
DATABASE,0,3,3,9.14,21.82
REST,2,1,12,26.5,35.85
COMPUTE,4,0,15,23.59,43.48
REST,3,1,10,14.25,24.85
DATABASE,5,1,17,25.89,45.64
EMAIL,1,0,20,8.22,15.6
FILE,0,2,12,16.76,26.11
COMPUTE,5,0,17,13.97,32.64
REST,5,1,16,4.8,22.3
DATABASE,0,0,19,26.21,37.91
DATABASE,5,3,9,12.05,32.79
REST,2,0,13,15.36,25.3
FILE,2,3,10,9.79,20.25
DATABASE,5,3,12,22.83,43.43
COMPUTE,3,1,9,29.3,44.83
DATABASE,1,3,11,15.01,32.0
DATABASE,1,1,14,18.79,30.04
DATABASE,5,2,5,19.46,38.08
COMPUTE,2,0,6,3.82,17.38
REST,5,3,11,27.93,46.06
COMPUTE,0,3,3,1.98,16.5
COMPUTE,0,1,11,5.8,19.95
DATABASE,1,0,16,9.07,21.24
REST,5,1,11,5.93,19.75
EMAIL,5,0,17,10.62,22.1
DATABASE,4,0,11,4.4,19.45
REST,0,2,13,17.13,27.22
EMAIL,5,2,11,3.1,18.0
EMAIL,1,2,7,28.42,35.65
EMAIL,4,3,13,12.87,27.0
REST,3,0,4,15.43,21.51
COMPUTE,5,3,19,27.02,53.62
FILE,0,0,11,24.89,26.43
DATABASE,2,2,10,6.75,19.85
REST,1,2,13,2.3,14.81
FILE,1,1,5,3.54,7.21
COMPUTE,4,2,4,29.53,49.14
COMPUTE,3,0,9,29.48,44.49
EMAIL,0,1,17,12.89,18.73
REST,2,2,6,18.32,27.9
EMAIL,2,1,7,2.63,10.34
REST,1,3,17,28.73,43.67
DATABASE,0,0,11,17.86,25.74
EMAIL,5,3,12,1.02,17.83
EMAIL,2,2,13,21.03,32.98
EMAIL,1,1,18,10.68,20.83
FILE,1,2,17,6.3,16.7
DATABASE,5,0,6,25.31,37.81
EMAIL,1,1,13,18.21,23.9
COMPUTE,1,2,4,13.6,29.19
DATABASE,0,0,14,10.6,20.9
EMAIL,0,0,10,6.69,8.89
EMAIL,2,3,17,10.91,24.46
REST,2,1,18,1.71,13.67
COMPUTE,3,2,20,23.28,44.51
EMAIL,3,1,3,6.45,15.28
FILE,5,1,17,5.34,18.69
DATABASE,4,2,8,29.4,46.23
REST,1,0,5,28.8,32.27
FILE,5,3,8,1.08,16.99
EMAIL,1,1,17,7.22,15.67
COMPUTE,2,3,6,6.43,23.31
EMAIL,1,0,15,12.2,17.9
EMAIL,2,0,3,4.9,9.6
EMAIL,3,1,4,19.73,26.32
FILE,0,0,9,9.62,14.19
EMAIL,1,0,7,11.12,12.95
FILE,5,1,10,18.1,30.67
REST,4,3,13,13.84,31.02
DATABASE,1,2,12,1.85,16.93
FILE,0,0,11,4.11,6.4
REST,0,3,10,16.9,29.31
FILE,3,0,8,22.2,30.9
COMPUTE,2,0,3,1.97,11.94
EMAIL,2,0,11,19.35,25.7
COMPUTE,0,2,10,18.07,33.56
DATABASE,2,3,18,5.34,25.19
REST,2,1,16,19.95,33.16
FILE,1,1,7,15.79,20.53
COMPUTE,0,3,9,10.77,26.73
REST,1,0,16,1.17,8.99
REST,0,0,4,4.43,6.34
COMPUTE,5,3,8,27.08,50.3
DATABASE,4,3,18,21.34,44.28
COMPUTE,3,2,11,17.11,37.39
EMAIL,4,0,20,24.8,38.64
REST,0,3,3,5.85,13.86
REST,0,3,20,19.76,34.21
DATABASE,5,3,13,5.74,29.89
REST,0,0,20,3.04,12.11
REST,5,1,5,4.58,19.04
DATABASE,4,3,12,25.1,45.06
FILE,4,1,14,24.05,36.02
REST,0,2,18,25.94,37.33
EMAIL,1,3,11,12.97,25.13
FILE,5,2,12,7.7,23.36
EMAIL,3,3,18,2.64,19.97
COMPUTE,0,3,13,10.17,27.78
COMPUTE,5,0,9,13.59,33.21
DATABASE,1,2,15,4.01,19.43
COMPUTE,4,1,10,9.84,29.5
EMAIL,4,1,16,19.63,33.89
DATABASE,0,1,9,18.47,26.36
FILE,4,0,5,22.83,30.78
DATABASE,0,0,10,4.97,12.15
REST,1,2,16,2.16,15.79
EMAIL,0,0,13,23.19,29.01
COMPUTE,0,0,7,27.79,38.87
COMPUTE,1,1,4,3.14,14.67
FILE,2,1,17,24.77,33.24
EMAIL,5,3,19,17.41,38.54
DATABASE,4,2,7,1.56,17.19
COMPUTE,5,1,15,18.32,40.78
DATABASE,4,2,20,4.61,25.16
REST,0,3,18,11.13,24.59
DATABASE,4,2,8,24.2,42.67
DATABASE,1,0,14,15.63,28.16
FILE,1,2,20,26.9,37.43
DATABASE,4,2,5,15.2,30.4
EMAIL,0,0,16,2.96,6.54
REST,2,2,3,20.14,28.98
EMAIL,4,2,17,4.11,21.05
DATABASE,5,2,11,1.08,19.6
REST,1,1,14,13.66,23.24
FILE,2,1,16,23.71,35.3
FILE,1,0,13,7.5,14.51
EMAIL,5,2,11,23.99,38.33
DATABASE,5,0,3,17.5,31.67
FILE,5,3,16,19.56,37.0
DATABASE,0,0,8,22.33,28.11
COMPUTE,5,1,8,20.57,40.88
DATABASE,3,1,14,6.98,22.91
DATABASE,0,2,20,3.61,17.96
DATABASE,5,3,4,4.85,22.67
REST,5,1,14,29.66,44.71
REST,4,3,4,1.45,16.9
DATABASE,1,2,9,20.63,34.94
DATABASE,1,3,13,12.6,30.29
COMPUTE,4,3,8,6.32,26.96
REST,4,0,3,7.5,17.34
EMAIL,5,2,13,11.49,26.63
DATABASE,3,1,19,6.43,24.7
REST,5,2,14,18.06,35.84
DATABASE,5,2,6,6.96,25.28
EMAIL,0,3,17,20.87,33.88
FILE,4,3,10,25.44,40.96
COMPUTE,5,1,5,4.11,24.22
FILE,4,2,16,6.45,22.09
FILE,5,2,10,26.54,41.89
EMAIL,3,3,20,1.31,17.07
FILE,5,2,9,15.13,28.94
EMAIL,5,1,5,9.1,20.56
FILE,1,1,4,23.25,29.62
DATABASE,3,0,19,9.69,24.68
FILE,5,2,14,3.53,18.53
EMAIL,1,1,15,4.45,10.76
DATABASE,1,2,16,23.16,36.83
REST,2,0,18,12.89,22.56
EMAIL,1,1,9,27.01,32.86
DATABASE,4,3,18,19.54,41.55
COMPUTE,5,3,16,7.16,35.09
REST,5,2,14,12.99,29.85
COMPUTE,0,3,16,5.69,24.48
COMPUTE,2,0,4,5.47,16.41
COMPUTE,2,0,12,18.8,32.12
EMAIL,1,1,19,16.45,26.2
REST,3,0,9,18.55,29.33
FILE,5,1,16,3.34,16.38
FILE,2,1,19,7.8,19.86
REST,2,3,5,6.85,20.06
EMAIL,0,0,19,28.93,34.64
COMPUTE,1,0,12,5.39,16.91
COMPUTE,2,1,11,28.29,44.88
FILE,0,2,11,11.52,18.4
EMAIL,1,2,8,8.91,18.07
REST,4,3,10,19.91,38.24
REST,3,0,13,13.13,24.8
DATABASE,4,2,9,7.13,25.67
EMAIL,2,0,18,23.96,31.3
EMAIL,2,0,10,15.17,21.03
FILE,2,3,5,14.12,24.1
COMPUTE,2,3,11,6.25,28.07
REST,3,2,17,27.11,44.65
REST,5,0,17,12.37,27.23
EMAIL,2,1,7,3.08,9.71
EMAIL,0,3,13,25.37,33.5
DATABASE,4,1,18,21.6,41.05
REST,0,1,4,19.02,23.57
REST,3,3,15,28.06,43.07
COMPUTE,5,1,10,4.33,25.7
EMAIL,3,2,5,5.75,16.44
REST,2,2,8,11.5,23.48
REST,5,0,14,17.15,32.37
EMAIL,5,0,7,14.44,22.07
FILE,3,1,17,28.07,39.27
REST,4,2,13,9.66,26.88
COMPUTE,1,2,19,7.1,26.9
